	E054	E055	E056	E061	E062	E122
ENSG00000111707	4999	3920	7339	12880	2562	13801
ENSG00000111711	2142	3603	7421	10867	2988	4583
ENSG00000111713	12	2	0	13	19	22
ENSG00000111716	55671	34950	34709	148184	12406	80186
ENSG00000111725	4566	5671	8982	9812	2251	12292
ENSG00000111726	1775	2513	4903	9922	829	2202
ENSG00000111727	2249	1243	1959	2922	1034	3805
ENSG00000111728	3103	16	38	1416	183	0
ENSG00000111729	57	37	32	59	1632	86
ENSG00000111731	5159	4357	3251	8999	2943	7407
ENSG00000111732	0	0	0	0	8	0
ENSG00000111737	6838	10340	29776	14154	4522	35669
ENSG00000111752	10099	5313	8838	9136	4011	17292
ENSG00000111775	3484	6554	25614	21929	1564	51429
ENSG00000111780	2178	3905	14443	9405	796	14496
ENSG00000111783	29435	1	0	30	7	0
ENSG00000111785	4620	1532	2967	5920	681	3467
ENSG00000111786	9426	10313	37257	28177	6446	27081
ENSG00000111790	2281	1835	2827	5731	2536	4457
ENSG00000111796	3	0	0	0	5181	0
ENSG00000111799	119	61045	75971	3934	3	64737
ENSG00000111801	1080	368	1199	8153	5547	3675
ENSG00000111802	2282	2884	2943	5847	2277	4453
ENSG00000111816	0	4	13	396	2	1
ENSG00000111817	1518	4468	6564	2375	1804	8092
ENSG00000111832	2963	4616	7280	12999	2012	6012
ENSG00000111834	408	16	48	72	123	21
ENSG00000111837	79	13	8	28	150	3
ENSG00000111843	3894	9952	28868	27816	1189	24601
ENSG00000111845	1699	3335	3477	3638	354	3136
ENSG00000111846	1705	4	25	35497	250	2878
ENSG00000111850	807	481	559	1653	148	595
ENSG00000111859	6832	1973	9789	9571	7076	53925
ENSG00000111860	1848	1089	2265	2392	5271	1693
ENSG00000111863	0	36	62	61	241	831
ENSG00000111875	3468	2370	2335	4111	1022	4282
ENSG00000111877	1744	1102	2798	4541	2818	1070
ENSG00000111879	4695	91	90	32	169	38
ENSG00000111880	2591	2313	3751	7131	1618	1650
ENSG00000111885	657	6760	16265	2948	3967	3037
ENSG00000111886	61	3	29	25	71	441
ENSG00000111897	25244	16270	11749	79583	14822	21808
ENSG00000111906	2987	4428	5999	11604	767	1817
ENSG00000111907	171	105	162	169	6	30
ENSG00000111911	2537	1763	1352	7926	1490	988
ENSG00000111912	640	5375	2658	4580	3139	9553
ENSG00000111913	1382	130	310	7399	25428	16
ENSG00000111961	13230	12661	24338	55476	982	26238
ENSG00000111962	2330	4539	6395	11061	453	212
ENSG00000111981	69	3348	2460	9	6	812
ENSG00000112029	2036	2341	7660	3589	528	3925
ENSG00000112031	1200	2199	2550	4940	1133	2864
ENSG00000112033	8685	30155	53201	29948	6067	21937
ENSG00000112038	45	0	0	2	67	0
ENSG00000112039	1158	3826	8219	3574	206	4952
ENSG00000112041	12	29	8	6	4	3
ENSG00000112053	20	13	6	11	92	15
ENSG00000112062	4898	7365	11817	20977	7851	20965
ENSG00000112077	0	0	0	0	0	4
ENSG00000112078	16689	7276	13865	57107	10245	22975
ENSG00000112079	2799	5085	7404	13106	13746	7723
ENSG00000112081	16072	45414	29780	43745	16370	51898
ENSG00000112096	4223	5945	14889	27862	19090	7054
ENSG00000112115	0	0	0	0	0	0
ENSG00000112116	0	0	0	0	0	0
ENSG00000112118	13318	6726	47930	22160	1833	31545
ENSG00000112130	1578	1839	2469	4516	523	6331
ENSG00000112137	770	1325	3736	9731	3151	804
ENSG00000112139	2393	197	540	5264	42	265
ENSG00000112144	4939	5996	7911	14933	1579	6075
ENSG00000112146	3946	5537	9560	15211	4381	14107
ENSG00000112149	263	192	1259	5131	7346	186
ENSG00000112159	10996	14116	20608	7287	12343	10834
ENSG00000112164	1	0	0	2	4	0
ENSG00000112167	903	1050	2340	2875	583	3450
ENSG00000112175	6	2	0	2	0	0
ENSG00000112182	3003	199	146	1718	6895	2096
ENSG00000112183	681	225	838	101	55	2134
ENSG00000112186	8686	642	5346	7350	5	6733
ENSG00000112195	0	8	0	0	1173	0
ENSG00000112200	6116	5134	8963	9573	7840	9337
ENSG00000112208	606	5275	6967	1032	249	1258
ENSG00000112210	1730	4672	5084	3352	54	2168
ENSG00000112212	9	0	0	0	81	0
ENSG00000112214	3	0	0	0	0	0
ENSG00000112218	226	251	560	568	13	49
ENSG00000112232	4	0	2	1	43	4
ENSG00000112234	1300	2667	2442	10478	711	4026
ENSG00000112237	2463	2866	3695	8706	2401	5043
ENSG00000112238	2	4	2	2	1	0
ENSG00000112242	5092	3163	8745	10307	2026	6991
ENSG00000112245	16259	20491	37534	60285	12653	12092
ENSG00000112246	0	4084	3075	2	2	153
ENSG00000112249	9236	9279	15894	10901	4286	13135
ENSG00000112273	0	0	0	2	0	1
ENSG00000112276	989	1092	2936	20775	4	2280
ENSG00000112280	3508	2	0	15	10	0
ENSG00000112282	4842	4872	5067	14821	5577	16060
ENSG00000112290	5894	7528	12430	12564	130	13604
ENSG00000112293	326	13	7	12	181	31
ENSG00000112294	6612	94	125	1205	704	540
ENSG00000112297	32	17554	23844	18	15244	7540
ENSG00000112299	0	0	6	0	1095	1
ENSG00000112303	0	0	0	21	5861	0
ENSG00000112304	1880	1898	2265	3122	708	2609
ENSG00000112305	6721	4547	9268	8620	3195	8601
ENSG00000112308	13556	21984	21624	34946	9355	29959
ENSG00000112309	1860	434	4	0	2103	0
ENSG00000112312	2002	1455	5842	4589	320	4550
ENSG00000112319	7613	44	14	47	2	2
ENSG00000112320	13070	321	814	1229	30	375
ENSG00000112333	5568	0	0	2	0	0
ENSG00000112335	14808	12750	32260	53223	5156	50300
ENSG00000112337	0	0	0	0	0	0
ENSG00000112339	4888	7037	5757	16159	3002	6560
ENSG00000112343	27	5300	3717	6511	6066	5451
ENSG00000112357	414	654	1185	2037	138	1117
ENSG00000112365	1604	2156	3213	11847	2194	2164
ENSG00000112367	2736	2716	2019	9910	1651	3876
ENSG00000112378	28	10094	16494	20678	214	14453
ENSG00000112379	1945	361	408	376	98	3712
ENSG00000112394	23	2	2	3523	265	6
ENSG00000112406	3247	2832	5601	9388	23039	6355
ENSG00000112414	15056	297	654	6802	108	120530
ENSG00000112419	867	4430	12026	7644	4168	18774
ENSG00000112425	1125	354	579	7213	384	852
ENSG00000112462	0	0	0	0	0	0
ENSG00000112473	9608	7909	41249	16462	1920	41900
ENSG00000112486	2	0	1	4	1937	1
ENSG00000112494	0	0	0	0	0	0
ENSG00000112499	0	0	0	4	0	0
ENSG00000112511	4942	7218	13601	15570	10404	12214
ENSG00000112514	6261	11847	38411	40325	3405	25347
ENSG00000112530	611	82	32	51	12	14
ENSG00000112531	117245	19010	29522	64736	12987	53229
ENSG00000112539	697	0	0	1	0	0
ENSG00000112541	1399	4	5	3373	0	981
ENSG00000112559	11430	16	101	2	0	18319
ENSG00000112561	613	2172	4414	2818	2591	2349
ENSG00000112562	2	2	6	0	0	0
ENSG00000112576	3128	9754	58871	33734	18140	33159
ENSG00000112578	2562	5302	11257	7504	460	10122
ENSG00000112584	6961	5338	8600	11441	2778	10221
ENSG00000112592	1205	1975	5374	4435	1245	5928
ENSG00000112599	82	20	38	32	108	36
ENSG00000112619	43	606	235	189	36	277
ENSG00000112624	3779	5405	5907	9041	6400	7602
ENSG00000112640	9756	10236	30520	32729	3375	25787
ENSG00000112655	12307	25105	73175	26764	407	30347
ENSG00000112658	8413	14227	31786	18261	4259	51750
ENSG00000112659	11097	7403	11699	15876	8099	21219
ENSG00000112664	4249	4430	7905	14242	1658	5337
ENSG00000112667	1619	2873	8687	9775	318	10798
ENSG00000112679	1670	1612	2607	23335	4189	7248
ENSG00000112685	5730	4150	4886	15579	2933	14755
ENSG00000112695	3155	4776	19505	25490	1725	24340
ENSG00000112697	16349	12026	27031	27602	8474	33155
ENSG00000112699	449	1570	4684	4655	911	3199
ENSG00000112701	7882	8230	6809	8139	7297	7403
ENSG00000112706	6	5	0	1	2	0
ENSG00000112715	16679	32755	28895	2562	5587	6389
ENSG00000112739	12490	6568	9200	8926	13657	12361
ENSG00000112742	2429	2015	2905	2989	45	2016
ENSG00000112759	1168	3811	29086	15099	956	219909
ENSG00000112761	5	9	0	0	28	0
ENSG00000112763	2934	3928	5359	8000	4605	16667
ENSG00000112769	40878	11001	15683	13232	2	216651
ENSG00000112773	542	2969	5240	5582	3577	262
ENSG00000112782	0	0	0	4	75	2
ENSG00000112787	12305	13714	23936	30252	8878	5332
ENSG00000112796	104	75	6	364	160	0
ENSG00000112799	0	0	0	0	2284	0
ENSG00000112812	0	8	8	12	18	8
ENSG00000112818	0	0	0	0	4	0
ENSG00000112837	0	24372	21225	15	0	31793
ENSG00000112851	16380	18176	15248	31861	12368	9904
ENSG00000112852	2053	156	203	16	2	184
ENSG00000112855	2890	3003	4518	9022	1950	9585
ENSG00000112874	2798	1025	701	5020	64	683
ENSG00000112877	651	920	1978	1179	339	1210
ENSG00000112893	1922	7451	8636	13257	8047	17902
ENSG00000112902	58690	21930	60832	84012	259	132
ENSG00000112936	0	0	0	0	0	75
ENSG00000112941	4801	5762	13192	9579	6782	7328
ENSG00000112964	823	1594	3647	1773	1	224
ENSG00000112972	46345	6101	14762	41349	1674	20379
ENSG00000112977	13139	31075	93632	41899	5298	32128
ENSG00000112981	378	100	22	1014	0	9
ENSG00000112983	9388	7445	9283	13033	1335	14523
ENSG00000112984	4932	7183	7690	16594	33	20437
ENSG00000112992	11628	7184	7446	31794	3823	30195
ENSG00000113013	24490	59649	31202	58777	15040	25229
ENSG00000113068	4860	10745	22279	14006	2148	26849
ENSG00000113070	490	1432	3126	2341	14732	33016
ENSG00000113073	42	4	0	18	10	8
ENSG00000113083	1375	13340	52446	4260	33	15972
ENSG00000113088	0	0	2	0	2804	1
ENSG00000113100	0	0	0	0	0	0
ENSG00000113108	3005	3201	2350	4332	3183	8507
ENSG00000113119	1157	2524	4202	4429	1157	7193
ENSG00000113140	126761	63684	451492	283496	1824	1098092
ENSG00000113141	8248	9286	13489	8782	6192	12330
ENSG00000113161	23990	9447	16779	74253	3005	20672
ENSG00000113163	4762	3103	2967	50840	4023	3274
ENSG00000113194	7799	13094	26634	22524	3790	23256
ENSG00000113196	0	0	11	0	0	0
ENSG00000113205	1099	61	82	0	2	129
ENSG00000113209	2167	50	156	147	0	320
ENSG00000113211	622	14	18	36	0	23
ENSG00000113212	717	11	53	87	0	406
ENSG00000113231	1213	50	4	234	116	6
ENSG00000113240	3954	2138	2114	4075	3577	3049
ENSG00000113248	2124	17	52	73	2	406
ENSG00000113249	0	1	0	3	220	0
ENSG00000113262	187	11	0	4	1	0
ENSG00000113263	0	0	0	4	26682	0
ENSG00000113269	8323	3845	7038	33393	11179	18066
ENSG00000113272	1391	2401	2507	3940	699	1380
ENSG00000113273	4354	1918	13404	30357	2367	17427
ENSG00000113282	7187	9351	12978	17741	10062	31121
ENSG00000113296	5630	148	127	196	262	2
ENSG00000113300	6551	3017	5752	17199	2775	9615
ENSG00000113302	0	4	0	1	0	0
ENSG00000113303	0	0	0	0	51	0
ENSG00000113312	3405	4831	5549	7258	1156	6172
ENSG00000113318	2444	2213	3464	4419	1409	1586
ENSG00000113319	3033	2489	2321	6	3162	380
ENSG00000113327	4	0	0	0	0	0
ENSG00000113328	8306	13983	9541	72925	5201	15676
ENSG00000113356	376	884	1251	6428	165	1328
ENSG00000113360	9250	11199	21779	18518	2910	22844
ENSG00000113361	5179	10	58	4	0	45
ENSG00000113368	13277	3487	20046	5970	1563	25047
ENSG00000113369	3483	5250	3631	5471	7534	6744
ENSG00000113384	6416	10982	26020	26344	5627	19199
ENSG00000113387	11524	9693	15234	20751	11995	11471
ENSG00000113389	6	435	3791	2	44	27
ENSG00000113391	3569	1913	4317	7246	2620	5368
ENSG00000113396	26	263	25	0	2	9
ENSG00000113407	7217	29318	11421	21564	1970	16719
ENSG00000113430	0	67	276	0	0	0
ENSG00000113441	3610	4749	10281	16031	12696	17574
ENSG00000113448	3798	2989	1678	14061	15389	6686
ENSG00000113456	2140	2445	6858	7144	1176	3705
ENSG00000113460	1714	2810	4752	3897	1788	2292
ENSG00000113492	0	0	2	0	1	0
ENSG00000113494	4	16	60	16	551	0
ENSG00000113504	3318	3293	3912	66652	7078	17919
ENSG00000113520	2	0	0	0	33	2
ENSG00000113522	5187	7896	6734	2231	2663	4600
ENSG00000113525	2	2	1	2	20	0
ENSG00000113532	1994	2	17	787	1690	3943
ENSG00000113552	6339	8144	13790	34520	918	8400
ENSG00000113555	686	65	129	41	399	6914
ENSG00000113558	15019	13458	33682	43911	8479	25965
ENSG00000113569	7757	8191	17590	15960	3098	13694
ENSG00000113575	16866	15950	22410	38403	10370	46018
ENSG00000113578	3281	1430	3269	274	0	0
ENSG00000113580	3169	11603	12108	12768	8458	4040
ENSG00000113583	4956	4511	13662	27478	1945	13139
ENSG00000113593	2337	2194	2634	3387	3776	1442
ENSG00000113594	22028	4227	3605	97	6	6385
ENSG00000113595	2517	920	867	3390	854	1128
ENSG00000113597	2301	1293	1148	4747	1849	2825
ENSG00000113600	3	900	1077	3953	15	2354
ENSG00000113615	9103	5622	17088	17556	2385	20094
ENSG00000113621	4115	4041	10720	11681	1375	10272
ENSG00000113638	1124	556	558	4088	307	904
ENSG00000113643	3994	6377	10820	13389	2618	9285
ENSG00000113645	4280	1752	3025	118	53	47
ENSG00000113648	25429	15542	42933	44395	37368	39480
ENSG00000113649	11470	9951	22071	11451	6811	26087
ENSG00000113657	48434	9562	21690	1410	23	78305
ENSG00000113712	19118	36039	40820	41029	9443	42647
ENSG00000113716	10826	12318	29973	41530	4864	36395
ENSG00000113719	18397	60536	161056	41561	15998	62264
ENSG00000113721	4521	64593	116098	136	1035	1142
ENSG00000113722	1	4	2	0	0	0
ENSG00000113732	7387	11612	35795	42474	4584	57494
ENSG00000113734	1117	1665	2931	1678	688	4267
ENSG00000113739	264	58566	34986	78	2	8977
ENSG00000113742	9411	2694	3389	14508	5083	7457
ENSG00000113749	13	11	83	3123	1987	0
ENSG00000113758	38088	35266	85807	38266	693	114282
ENSG00000113761	4534	1712	4186	4772	1082	11688
ENSG00000113763	187	2	4	9	75	68
ENSG00000113790	544	678	557	4130	27	728
ENSG00000113805	93	1150	1128	794	0	22
ENSG00000113810	11207	13061	19711	3870	3661	9889
ENSG00000113811	3542	1492	4473	8738	3713	3398
ENSG00000113812	3792	2778	3923	7928	1179	6268
ENSG00000113838	1889	1260	2603	4672	757	7516
ENSG00000113845	3486	6326	9502	18969	828	13212
ENSG00000113851	4726	2420	1459	7518	5523	5404
ENSG00000113889	2	0	0	1	2	0
ENSG00000113905	0	0	0	0	0	0
ENSG00000113916	7574	11920	15548	9922	12065	2535
ENSG00000113924	83	2	3	1	120	45
ENSG00000113946	2	0	2	7	0	6
ENSG00000113966	347	252	260	1347	59	627
ENSG00000113971	5674	8626	6469	13646	4650	15266
ENSG00000114013	6	0	0	0	5213	0
ENSG00000114019	3514	30751	54337	19386	0	112823
ENSG00000114021	1570	3312	5050	11630	1178	5271
ENSG00000114023	2642	1958	4122	6425	1027	2185
ENSG00000114026	5066	6048	14747	6102	1187	9490
ENSG00000114030	11674	9096	18978	31852	5978	15059
ENSG00000114054	10619	4694	9253	15346	1826	11509
ENSG00000114062	9902	9355	9615	18943	5071	4967
ENSG00000114098	5046	6123	9660	7792	4180	11192
ENSG00000114107	1164	2022	760	1620	322	729
ENSG00000114113	11	2	0	0	5	0
ENSG00000114115	895	14	28	8	8	3720
ENSG00000114120	10573	7877	5049	38906	9983	11911
ENSG00000114124	10	13	6	0	83	12
ENSG00000114125	2588	6674	12742	12613	2674	17040
ENSG00000114126	10074	3771	5884	15204	6567	6815
ENSG00000114127	4342	5399	5815	11492	10822	7094
ENSG00000114166	15594	1311	2096	75344	6501	2015
ENSG00000114200	7065	6	18	20154	0	236
ENSG00000114204	2	0	0	0	56	0
ENSG00000114209	2322	3070	3212	6570	1734	4167
ENSG00000114248	0	0	0	0	0	0
ENSG00000114251	543	16446	47196	462	5	77
ENSG00000114268	2173	1594	5876	5658	1883	2697
ENSG00000114270	355	22136	53248	632	123	237
ENSG00000114279	1066	2	2	6	0	460
ENSG00000114302	8049	11890	31837	26890	5721	10627
ENSG00000114315	6722	98	968	8066	25	52558
ENSG00000114316	7603	11407	19752	18294	9501	20358
ENSG00000114331	5696	7922	7986	20759	11650	8951
ENSG00000114346	5802	8080	10217	11666	193	5496
ENSG00000114349	10	0	1	2	2	13
ENSG00000114353	71908	80676	222873	160612	60031	670768
ENSG00000114354	10181	19049	47386	45692	3570	51154
ENSG00000114374	0	6323	5582	6525	7723	9629
ENSG00000114378	252	49	133	327	126	1191
ENSG00000114383	4628	3660	12681	10146	1221	101289
ENSG00000114388	2287	2778	5774	6443	2705	9073
ENSG00000114395	1356	1951	5509	6635	2120	10546
ENSG00000114405	687	1483	3920	3911	69	605
ENSG00000114416	10582	10840	8324	18947	5965	19763
ENSG00000114423	2935	7310	6605	20192	10703	13443
ENSG00000114439	9638	10716	11643	11080	7196	12024
ENSG00000114446	2928	2985	3150	3753	1545	4311
ENSG00000114450	6811	4433	8834	13918	1708	11597
ENSG00000114455	2	2	0	0	89	0
ENSG00000114473	2029	473	922	830	470	450
ENSG00000114480	1154	14212	29475	4587	918	18363
ENSG00000114487	0	0	0	9	2	0
ENSG00000114491	2458	2885	6295	6437	416	6874
ENSG00000114503	8844	7866	9514	17586	4528	9435
ENSG00000114520	5964	1309	1718	10557	1479	3110
ENSG00000114529	49	245	1329	741	67	1431
ENSG00000114541	1092	83	110	12437	1640	30594
ENSG00000114544	5828	6919	14151	24236	2577	46838
ENSG00000114547	3	0	2	3263	16	0
ENSG00000114554	29918	34662	81150	225370	1608	30972
ENSG00000114573	7144	4102	8971	65793	3644	16421
ENSG00000114626	818	3652	5987	12105	8551	9159
ENSG00000114631	11001	557	2789	5042	187	2916
ENSG00000114638	0	0	0	2	6	0
ENSG00000114646	44559	10	97	90	14	149
ENSG00000114648	3197	3692	8063	8918	2418	18211
ENSG00000114650	18441	16215	36966	38346	5868	24365
ENSG00000114654	2155	1	2	129	12	777
ENSG00000114656	439	69	0	15	112	45
ENSG00000114670	848	500	458	464	66	700
ENSG00000114698	685	831	2359	3589	4	30673
ENSG00000114735	1494	5098	4093	5417	2088	8006
ENSG00000114737	103	277	697	1171	928	1978
ENSG00000114738	4911	18214	59142	21592	9037	11802
ENSG00000114739	1022	347	511	1095	161	887
ENSG00000114742	7708	4792	3391	10713	7146	8218
ENSG00000114744	4399	3278	3782	10245	1579	6066
ENSG00000114745	7736	5868	14328	22451	2725	27132
ENSG00000114757	27	3	18	207	70	0
ENSG00000114767	2068	4791	10764	6840	541	8248
ENSG00000114770	7716	2830	6365	22011	1872	20693
ENSG00000114771	0	0	3	1	0	125
ENSG00000114779	1482	10977	20111	49244	4200	15536
ENSG00000114784	2419	6479	6570	11010	3207	2902
ENSG00000114786	2398	6620	14257	18071	589	7428
ENSG00000114790	9335	330	2005	3272	27	325
ENSG00000114796	3756	846	405	10844	6634	5021
ENSG00000114805	3041	35	11	20	6	18
ENSG00000114812	6	14	0	3	3093	2182
ENSG00000114841	5107	801	1594	1701	14307	8727
ENSG00000114850	9086	22964	81121	41349	4680	42530
ENSG00000114853	6897	4824	14523	12006	553	8762
ENSG00000114854	9	14	150	9	34	8
ENSG00000114857	15240	7633	8954	6694	38330	31923
ENSG00000114859	3125	1021	2486	2108	289	1928
ENSG00000114861	1542	14521	24819	3478	16239	19580
ENSG00000114867	43803	76038	324693	137457	15274	150762
ENSG00000114902	3160	6565	21311	24950	2438	24227
ENSG00000114904	4422	3212	4996	5810	1054	2112
ENSG00000114923	3847	656	1098	6404	260	261
ENSG00000114933	4557	5153	5886	9315	9600	7414
ENSG00000114942	5946	27046	57847	19190	9941	27704
ENSG00000114948	4646	818	3060	18605	182	11658
ENSG00000114956	2478	4509	9435	16627	1431	8722
ENSG00000114978	2928	4773	9541	20374	9916	4788
ENSG00000114982	10960	12239	14912	30685	9787	19213
ENSG00000114988	2947	2688	5344	5279	264	9339
ENSG00000114993	7478	2418	4874	20433	99	8100
ENSG00000114999	11079	10006	27031	35920	1919	20213
ENSG00000115008	7	3	0	0	5	113
ENSG00000115009	0	8	83	20	23	24
ENSG00000115020	13106	7344	6828	18451	8420	12728
ENSG00000115041	1001	3327	7352	25487	7	39
ENSG00000115042	3232	3577	5867	8238	933	8334
ENSG00000115053	55086	58802	121940	41563	24808	11703
ENSG00000115073	7990	12410	25934	16398	4608	25434
ENSG00000115084	3434	4831	8872	24200	1378	8635
ENSG00000115085	52	17	24	214	32048	62
ENSG00000115091	14438	24595	43892	86785	16750	47547
ENSG00000115107	436	12697	62581	208	701	5174
ENSG00000115109	9449	4453	5111	7987	467	8694
ENSG00000115112	0	8	28	20	254	4
ENSG00000115128	3068	5516	10666	11861	1611	12936
ENSG00000115129	2155	2962	8961	7587	478	24462
ENSG00000115137	1111	635	482	2636	713	923
ENSG00000115138	249	123	39	1349	62	477
ENSG00000115145	4482	3915	4895	9831	987	6363
ENSG00000115155	93	24	0	2	102	39
ENSG00000115159	5598	6261	11392	21392	1911	6414
ENSG00000115163	857	2593	3445	5229	111	5014
ENSG00000115165	0	0	0	0	25163	1
ENSG00000115170	2501	10379	10497	11628	1259	10373
ENSG00000115183	19554	3049	9897	36020	179	79453
ENSG00000115194	33	21	49	38	7	33768
ENSG00000115204	5641	13016	28192	36543	2416	33171
ENSG00000115207	10719	9405	30443	32006	5641	26617
ENSG00000115211	3514	5626	10487	10114	2295	16153
ENSG00000115216	17495	18197	39651	43174	9219	73201
ENSG00000115221	1	25	37	24	10	35
ENSG00000115226	5417	2209	5951	1790	4	6151
ENSG00000115232	41	6065	5737	7715	22781	1185
ENSG00000115233	5616	6844	9639	12974	925	15491
ENSG00000115234	11825	20641	47137	49999	6348	43094
ENSG00000115239	3630	1743	1985	4463	1250	7175
ENSG00000115241	14475	16093	53281	28276	6137	19368
ENSG00000115252	425	0	4	13	4	191
ENSG00000115255	620	257	965	4009	182	463
ENSG00000115257	582	313	367	1466	104	587
ENSG00000115263	1	0	0	3	0	0
ENSG00000115266	31126	332	184	84	358	29
ENSG00000115267	737	197	315	2878	1496	752
ENSG00000115271	2448	199	330	2754	3133	1675
ENSG00000115274	8978	7345	12653	26494	3123	31796
ENSG00000115275	4701	7631	17820	15284	5351	37918
ENSG00000115282	3686	5699	10266	14997	2977	13310
ENSG00000115286	3888	7464	21832	28264	3697	33266
ENSG00000115289	665	2866	3477	2935	740	4113
ENSG00000115290	478	148	486	219	7	1267
ENSG00000115295	1194	6133	3742	13233	3245	5276
ENSG00000115297	1	7	15	10	26	1
ENSG00000115306	79172	65874	108517	165683	21271	80578
ENSG00000115307	9731	18286	44729	43832	9112	54883
ENSG00000115310	29065	139863	204123	84884	9267	83222
